Page,URL,Title,Report Link,Total,Critical,Serious,Moderate,Minor
1,https://clearview.libnet.info/events?,Events - Clearview Library District,./reports/1.html,4,0,6,23,0
10,https://clearview.libnet.info/event/13527687,Reading Bugs - Clearview Library District,./reports/10.html,11,1,10,29,0
11,https://clearview.libnet.info/privacy,Privacy and cookie policy - Clearview Library District,./reports/11.html,5,0,1,18,0
12,https://clearview.libnet.info/,"Sorry, page not found - Clearview Library District",./reports/12.html,5,0,1,5,0
13,https://clearview.libnet.info/events?a=Families,Events - Clearview Library District,./reports/13.html,4,0,6,14,0
14,https://clearview.libnet.info/events?t=Community,Events - Clearview Library District,./reports/14.html,4,0,6,14,0
15,https://clearview.libnet.info/events?t=Arts+%26+Crafts,Events - Clearview Library District,./reports/15.html,4,0,6,14,0
16,https://clearview.libnet.info/events?,Events - Clearview Library District,./reports/16.html,4,0,6,13,0
17,https://clearview.libnet.info/event/13962139,Heather's Summer Carnival - Clearview Library District,./reports/17.html,12,1,10,29,1
18,https://clearview.libnet.info/events?a=All+Ages,Events - Clearview Library District,./reports/18.html,4,0,6,14,0
19,https://clearview.libnet.info/events?t=Bookmobile+Stop,Events - Clearview Library District,./reports/19.html,4,0,6,14,0
2,https://clearview.libnet.info/events?,Events - Clearview Library District,./reports/2.html,4,0,6,13,0
20,https://clearview.libnet.info/events?a=Little+Ones+(0-5),Events - Clearview Library District,./reports/20.html,4,0,6,14,0
21,https://clearview.libnet.info/events?t=Storytime,Events - Clearview Library District,./reports/21.html,4,0,6,14,0
22,https://clearview.libnet.info/events?t=Summer+Program,Events - Clearview Library District,./reports/22.html,4,0,6,14,0
23,https://clearview.libnet.info/events?t=Play,Events - Clearview Library District,./reports/23.html,4,0,6,14,0
24,https://clearview.libnet.info/events?term=STAY%26PLAY,Events - Clearview Library District,./reports/24.html,4,0,6,14,0
25,https://clearview.libnet.info/events?a=Children+6-9,Events - Clearview Library District,./reports/25.html,4,0,6,14,0
26,https://clearview.libnet.info/events?t=Book+Club,Events - Clearview Library District,./reports/26.html,4,0,6,14,0
27,https://clearview.libnet.info/location/Administrative%20Services%20Building,"Sorry, page not found - Clearview Library District",./reports/27.html,5,0,1,5,0
28,https://clearview.libnet.info/location/Bookmobile,"Sorry, page not found - Clearview Library District",./reports/28.html,5,0,1,5,0
29,https://clearview.libnet.info/location/Severance%20Library,"Sorry, page not found - Clearview Library District",./reports/29.html,5,0,1,5,0
3,https://clearview.libnet.info/myevents,My Events - Clearview Library District,./reports/3.html,7,1,3,9,0
30,https://clearview.libnet.info/location/Windsor%20Library,"Sorry, page not found - Clearview Library District",./reports/30.html,5,0,1,5,0
31,https://clearview.libnet.info/events?a=Tweens+9-12,Events - Clearview Library District,./reports/31.html,4,0,6,14,0
32,https://clearview.libnet.info/events?a=Teens+12-18,Events - Clearview Library District,./reports/32.html,4,0,6,14,0
33,https://clearview.libnet.info/events?a=Adults+(21%2B),Events - Clearview Library District,./reports/33.html,4,0,6,14,0
34,https://clearview.libnet.info/events?a=Adults+(18-up),Events - Clearview Library District,./reports/34.html,4,0,6,14,0
35,https://clearview.libnet.info/events?t=Outdoor+Programs,Events - Clearview Library District,./reports/35.html,4,0,6,14,0
36,https://clearview.libnet.info/events?t=Games,Events - Clearview Library District,./reports/36.html,4,0,6,14,0
37,https://clearview.libnet.info/events?t=Entertainment,Events - Clearview Library District,./reports/37.html,4,0,6,14,0
38,https://clearview.libnet.info/events?a=Little+Ones+(0-5),Events - Clearview Library District,./reports/38.html,4,0,6,14,0
39,https://clearview.libnet.info/events?a=Adults+(21%2B),Events - Clearview Library District,./reports/39.html,4,0,6,14,0
4,https://clearview.libnet.info/v/assets/734,Communico,./reports/4.html,1,0,0,1,0
40,https://clearview.libnet.info/events?a=Adults+(18-up),Events - Clearview Library District,./reports/40.html,4,0,6,14,0
5,https://clearview.libnet.info/event/13801430,Family Art Challenge - Clearview Library District,./reports/5.html,10,1,7,29,0
6,https://clearview.libnet.info/event/13811423,Bookmobile stop at Pop-Up Stops - Clearview Library District,./reports/6.html,12,1,11,29,1
7,https://clearview.libnet.info/event/13816665,Babies and Books - Clearview Library District,./reports/7.html,11,1,10,29,0
8,https://clearview.libnet.info/event/13531613,Color My Summer in Severance - Clearview Library District,./reports/8.html,11,1,11,28,0
9,https://clearview.libnet.info/event/13816679,Stay and Play - Clearview Library District,./reports/9.html,11,1,9,29,0
