Source Page,Link,Status,Link Text
"https://amigos.org","http://www.twitter.com/@AmigosLibServ",403,""
"https://amigos.org","https://amigos.org/services/continuing-education/by-request-training-faqs",FAILED,"By Request Training FAQs"
"https://amigos.org/services/continuing-education","https://mycourses.amigos.org/bbb-requirements",403,"BigBlueButton's detailed requirements page"
"https://amigos.org/services/job-bank","https://amigos.org/services/job-bank?page=0",FAILED,"Page
1"
