Page,URL,Title,Report Link,Total,Critical,Serious,Moderate,Minor
35,https://pika.clearviewlibrary.org/Help/Home?topic=search,,./reports/35.html,5,0,2,3,0
36,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=available_at_clearview%3A%22Bookmobile%22&sort=title,Stories about Us | Clearview Library District,./reports/36.html,1,1,0,0,0
37,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=available_at_clearview%3A%22Severance+Library%22&sort=title,Stories about Us | Clearview Library District,./reports/37.html,1,5,0,0,0
38,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=available_at_clearview%3A%22Windsor+Library%22&sort=title,Stories about Us | Clearview Library District,./reports/38.html,1,20,0,0,0
39,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=available_at_clearview%3A%22Online+OverDrive+Collection%22&sort=title,Stories about Us | Clearview Library District,./reports/39.html,1,9,0,0,0
4,https://pika.clearviewlibrary.org/Search/Advanced,Advanced Search | Clearview Library District,./reports/4.html,1,0,13,0,0
40,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=format_clearview%3A%22Book%22&sort=title,Stories about Us | Clearview Library District,./reports/40.html,1,20,0,0,0
41,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=format_clearview%3A%22eAudiobook%22&sort=title,Stories about Us | Clearview Library District,./reports/41.html,1,13,0,0,0
42,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=format_clearview%3A%22eBook%22&sort=title,Stories about Us | Clearview Library District,./reports/42.html,1,12,0,0,0
43,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=format_clearview%3A%22Large+Print%22&sort=title,Stories about Us | Clearview Library District,./reports/43.html,1,4,0,0,0
44,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=format_clearview%3A%22Book+Club+Kit%22&sort=title,Stories about Us | Clearview Library District,./reports/44.html,1,2,0,0,0
45,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=format_clearview%3A%22Audio+CD%22&sort=title,Stories about Us | Clearview Library District,./reports/45.html,1,1,0,0,0
46,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=format_clearview%3A%22Graphic+Novel%22&sort=title,Stories about Us | Clearview Library District,./reports/46.html,1,1,0,0,0
47,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=collection_clearview%3A%22Non-Fiction%22&sort=title,Stories about Us | Clearview Library District,./reports/47.html,1,18,0,0,0
48,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=collection_clearview%3A%22Young+Adult+Non-Fiction%22&sort=title,Stories about Us | Clearview Library District,./reports/48.html,1,6,0,0,0
49,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=collection_clearview%3A%22Fiction%22&sort=title,Stories about Us | Clearview Library District,./reports/49.html,1,5,0,0,0
5,https://pika.clearviewlibrary.org/AJAX/JSON?method=getHoursAndLocations,,./reports/5.html,5,0,2,4,0
50,https://pika.clearviewlibrary.org/MyAccount/MyList/712?filter%5B%5D=collection_clearview%3A%22Young+Adult+Fiction%22&sort=title,Stories about Us | Clearview Library District,./reports/50.html,1,4,0,0,0
6,https://pika.clearviewlibrary.org/MyAccount/MyList/712,Stories about Us | Clearview Library District,./reports/6.html,1,20,0,0,0
7,https://pika.clearviewlibrary.org/Record/253679,"All that she carried : : the journey of Ashley's sack, a...",./reports/7.html,1,1,0,0,0
8,https://pika.clearviewlibrary.org/Record/459347,"America, América : : a new history of the New World / |...",./reports/8.html,1,1,0,0,0
9,https://pika.clearviewlibrary.org/Record/375538,American wings : : Chicago's pioneering Black aviators and...,./reports/9.html,1,1,0,0,0
