Page,URL,Title,Report Link,Total,Critical,Serious,Moderate,Minor
1,https://pika.clearviewlibrary.org/,Catalog Home | Clearview Library District,./reports/1.html,1,0,1,0,0
10,https://pika.clearviewlibrary.org/Record/279769,Anna Wolfrom Dove and the Wigwam Tea Room : : the remarkable...,./reports/10.html,1,1,0,0,0
11,https://pika.clearviewlibrary.org/Record/303474,The book of Charlie : : wisdom from the remarkable American...,./reports/11.html,1,1,0,0,0
12,https://pika.clearviewlibrary.org/GroupedWork/6a1cf864-e646-c16c-bf23-cfebbac97cec/Home,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge...",./reports/12.html,1,1,0,0,0
13,https://pika.clearviewlibrary.org/Record/353336,The Brightwood code / | Clearview Library District,./reports/13.html,1,1,0,0,0
14,https://pika.clearviewlibrary.org/GroupedWork/4f296095-7822-c2c5-6193-b0904b6306cc/Home,By any other name : a novel | Clearview Library District,./reports/14.html,1,1,0,0,0
15,https://pika.clearviewlibrary.org/GroupedWork/11b6790f-0206-7356-3def-0f8514d46acf/Home,The dawn of everything : a new history of humanity |...,./reports/15.html,1,1,0,0,0
16,https://pika.clearviewlibrary.org/GroupedWork/36894e09-c4c5-0544-dcce-f68d13f98b21/Home,The dressmakers of Auschwitz : the true story of the women...,./reports/16.html,1,1,0,0,0
17,https://pika.clearviewlibrary.org/GroupedWork/ec3d7d16-b7b7-9a4b-ca3e-97209f260968/Home,Everything is tuberculosis : the history and persistence of...,./reports/17.html,1,1,0,0,0
18,https://pika.clearviewlibrary.org/Record/372842,Finding Margaret Fuller : : a novel / | Clearview Library...,./reports/18.html,1,1,0,0,0
19,https://pika.clearviewlibrary.org/GroupedWork/463bdab1-1cb0-8451-eff2-fed28da3cd22/Home,The fountains of silence : a novel | Clearview Library District,./reports/19.html,1,1,0,0,0
2,https://pika.clearviewlibrary.org/MyAccount/Home,Login | Clearview Library District,./reports/2.html,0,0,0,0,0
20,https://pika.clearviewlibrary.org/GroupedWork/27213687-1655-4dec-4b0c-f3b2a09af6f8/Home,The frozen river | Clearview Library District,./reports/20.html,1,1,0,0,0
21,https://pika.clearviewlibrary.org/Record/62297,Games of deception : : the true story of the first U.S....,./reports/21.html,1,1,0,0,0
22,https://pika.clearviewlibrary.org/GroupedWork/d1f2d919-4ff3-c0fd-1549-8ed5ac664cb5/Home,The great divide : a novel | Clearview Library District,./reports/22.html,1,1,0,0,0
23,https://pika.clearviewlibrary.org/Record/56644,"Guns, germs, and steel : : the fates of human societies / |...",./reports/23.html,1,1,0,0,0
24,https://pika.clearviewlibrary.org/GroupedWork/40bdc222-1864-9973-8fab-92be685d4df9/Home,Harlem rhapsody | Clearview Library District,./reports/24.html,1,1,0,0,0
25,https://pika.clearviewlibrary.org/GroupedWork/e6460195-8a19-c630-e47c-c864ee5fdfc8/Home,History matters | Clearview Library District,./reports/25.html,1,1,0,0,0
26,https://pika.clearviewlibrary.org/Record/347381,"A history of the world in ten dinners : : 2,000 years, 100...",./reports/26.html,1,1,0,0,0
27,https://pika.clearviewlibrary.org/Record/335014,A history of the world in twelve shipwrecks / | Clearview...,./reports/27.html,1,1,0,0,0
28,https://pika.clearviewlibrary.org/GroupedWork/90d3aefd-0953-594a-86f7-956acf967f59/Home,History of the world map by map | Clearview Library District,./reports/28.html,1,1,0,0,0
29,https://pika.clearviewlibrary.org/Record/70348,Homo deus : : a brief history of tomorrow / | Clearview...,./reports/29.html,1,1,0,0,0
3,https://pika.clearviewlibrary.org/,Catalog Home | Clearview Library District,./reports/3.html,0,0,0,0,0
30,https://pika.clearviewlibrary.org/Record/375504,"Ida, in love and in trouble / | Clearview Library District",./reports/30.html,1,1,0,0,0
31,https://pika.clearviewlibrary.org/Help/AccessibilityReport,Report Web Accessibility Issue | Clearview Library District,./reports/31.html,0,0,0,0,0
32,https://pika.clearviewlibrary.org/MyAccount/EmailResetPin,Email to Reset Pin | Clearview Library District,./reports/32.html,0,0,0,0,0
33,https://pika.clearviewlibrary.org/MyAccount/SelfReg,Self Registration | Clearview Library District,./reports/33.html,0,0,0,0,0
34,https://pika.clearviewlibrary.org/Help/Home?topic=advsearch,,./reports/34.html,4,0,2,3,0
