Page,URL,Title,Report Link,Total,Critical,Serious,Moderate,Minor
1,https://clearview.libnet.info/events?,Events - Clearview Library District,./reports/1.html,3,42,0,8,0
10,https://clearview.libnet.info/event/14771325,Bookmobile Stop at Grandview Elementary - Clearview Library District,./reports/10.html,10,1,9,24,1
11,https://clearview.libnet.info/event/14814683,Lego Engineers - Clearview Library District,./reports/11.html,9,1,7,22,0
12,https://clearview.libnet.info/event/14815927,After-School Collective - Clearview Library District,./reports/12.html,9,1,8,21,0
13,https://clearview.libnet.info/event/14771331,Bookmobile Stop at Northern Lights Park - Clearview Library District,./reports/13.html,10,1,9,24,1
14,https://clearview.libnet.info/event/14771337,Bookmobile Stop at Windshire Park - Clearview Library District,./reports/14.html,10,1,9,24,1
15,https://clearview.libnet.info/event/14816320,Teens Cook - Clearview Library District,./reports/15.html,9,1,7,22,0
16,https://clearview.libnet.info/event/14771392,Bookmobile Stop at Covenant Park - Clearview Library District,./reports/16.html,10,1,9,24,1
17,https://clearview.libnet.info/privacy,Privacy and cookie policy - Clearview Library District,./reports/17.html,3,0,0,17,0
18,https://clearview.libnet.info/,"Sorry, page not found - Clearview Library District",./reports/18.html,3,0,0,4,0
19,https://clearview.libnet.info/events?a=Tweens+9-12,Events - Clearview Library District,./reports/19.html,3,42,0,9,0
2,https://clearview.libnet.info/events?,Events - Clearview Library District,./reports/2.html,3,42,0,49,0
20,https://clearview.libnet.info/events?a=Teens+12-18,Events - Clearview Library District,./reports/20.html,3,42,0,26,0
21,https://clearview.libnet.info/events?a=Little+Ones+(0-5),Events - Clearview Library District,./reports/21.html,3,42,0,22,0
22,https://clearview.libnet.info/events?a=Families,Events - Clearview Library District,./reports/22.html,3,42,0,14,0
23,https://clearview.libnet.info/events?a=Children+6-9,Events - Clearview Library District,./reports/23.html,3,42,0,9,0
24,https://clearview.libnet.info/events?t=%255B%2522STEAM%2522%255D,Events - Clearview Library District,./reports/24.html,3,42,0,20,0
25,https://clearview.libnet.info/events?t=%255B%2522Community%2522%255D,Events - Clearview Library District,./reports/25.html,3,42,0,20,0
26,https://clearview.libnet.info/events?t=%255B%2522Arts%2520%2526%2520Crafts%2522%255D,Events - Clearview Library District,./reports/26.html,3,42,0,20,0
27,https://clearview.libnet.info/events?,Events - Clearview Library District,./reports/27.html,3,42,0,49,0
28,https://clearview.libnet.info/events?t=%255B%2522Book%2520Club%2522%255D,Events - Clearview Library District,./reports/28.html,3,42,0,14,0
29,https://clearview.libnet.info/events?t=%255B%2522Storytime%2522%255D,Events - Clearview Library District,./reports/29.html,3,42,0,9,0
3,https://clearview.libnet.info/myevents,My Events - Clearview Library District,./reports/3.html,5,1,2,8,0
30,https://clearview.libnet.info/events?t=%255B%2522Play%2522%255D,Events - Clearview Library District,./reports/30.html,3,42,0,15,0
31,https://clearview.libnet.info/events?term=STAY%26PLAY,Events - Clearview Library District,./reports/31.html,3,42,0,9,0
32,https://clearview.libnet.info/events?a=All+Ages,Events - Clearview Library District,./reports/32.html,3,42,0,9,0
33,https://clearview.libnet.info/events?t=%255B%2522Bookmobile%2520Stop%2522%255D,Events - Clearview Library District,./reports/33.html,3,42,0,9,0
34,https://clearview.libnet.info/events?t=%255B%2522Pop-Up%2520Library%2522%255D,Events - Clearview Library District,./reports/34.html,3,42,0,14,0
35,https://clearview.libnet.info/events?t=%255B%2522Games%2522%255D,Events - Clearview Library District,./reports/35.html,3,42,0,14,0
36,https://clearview.libnet.info/events?t=%255B%2522Food%2520%2526%2520Drink%2522%255D,Events - Clearview Library District,./reports/36.html,3,42,0,14,0
37,https://clearview.libnet.info/location/Administrative%20Services%20Building,"Sorry, page not found - Clearview Library District",./reports/37.html,3,0,0,4,0
38,https://clearview.libnet.info/location/Bookmobile,"Sorry, page not found - Clearview Library District",./reports/38.html,3,0,0,4,0
39,https://clearview.libnet.info/location/Severance%20Library,"Sorry, page not found - Clearview Library District",./reports/39.html,3,0,0,4,0
4,https://clearview.libnet.info/v/assets/734,Communico,./reports/4.html,1,0,0,1,0
40,https://clearview.libnet.info/location/Windsor%20Library,"Sorry, page not found - Clearview Library District",./reports/40.html,3,0,0,4,0
41,https://clearview.libnet.info/events?a=Little+Ones+(0-5),Events - Clearview Library District,./reports/41.html,3,42,0,9,0
42,https://clearview.libnet.info/events?t=%255B%2522STEAM%2522%255D,Events - Clearview Library District,./reports/42.html,3,42,0,9,0
43,https://clearview.libnet.info/events?t=%255B%2522Community%2522%255D,Events - Clearview Library District,./reports/43.html,3,42,0,9,0
44,https://clearview.libnet.info/events?t=%255B%2522Arts%2520%2526%2520Crafts%2522%255D,Events - Clearview Library District,./reports/44.html,3,42,0,20,0
45,https://clearview.libnet.info/events?t=%255B%2522Book%2520Club%2522%255D,Events - Clearview Library District,./reports/45.html,3,42,0,9,0
46,https://clearview.libnet.info/events?t=%255B%2522Storytime%2522%255D,Events - Clearview Library District,./reports/46.html,3,42,0,9,0
47,https://clearview.libnet.info/events?t=%255B%2522Play%2522%255D,Events - Clearview Library District,./reports/47.html,3,42,0,15,0
48,https://clearview.libnet.info/events?t=%255B%2522Bookmobile%2520Stop%2522%255D,Events - Clearview Library District,./reports/48.html,3,42,0,9,0
49,https://clearview.libnet.info/events?t=%255B%2522Pop-Up%2520Library%2522%255D,Events - Clearview Library District,./reports/49.html,3,42,0,14,0
5,https://clearview.libnet.info/event/14815819,Family Art Challenge - Clearview Library District,./reports/5.html,7,1,4,22,0
50,https://clearview.libnet.info/events?t=%255B%2522Games%2522%255D,Events - Clearview Library District,./reports/50.html,3,42,0,14,0
51,https://clearview.libnet.info/events?t=%255B%2522Food%2520%2526%2520Drink%2522%255D,Events - Clearview Library District,./reports/51.html,3,42,0,14,0
6,https://clearview.libnet.info/event/14828441,Teen Book Box - Clearview Library District,./reports/6.html,8,1,6,22,0
7,https://clearview.libnet.info/event/14822386,Messy Monster Monday - Clearview Library District,./reports/7.html,10,1,9,22,1
8,https://clearview.libnet.info/event/14829698,"Read, Rhyme, and Romp - Clearview Library District",./reports/8.html,9,1,8,21,0
9,https://clearview.libnet.info/event/14829739,Stay and Play - Clearview Library District,./reports/9.html,9,1,7,21,0
