Source Page,Link,Status,Link Text
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-official-bridgerton-cookbook-regula-ysewijn","https://clearview.marmot.org/Search/Results?lookfor=&basicType=Keyword&basicType=Keyword&filter%5B%5D=availability_toggle_clearview%3A%22Entire+Collection%22&filter%5B%5D=format_category_clearview%3A%22Books%22&filter%5B%5D=target_audience%3A%22Adult%22&filter%5B%5D=detailed_location_clearview%3A%22Clearview+Windsor+Book+Club+Bags%22&sort=relevance&view=list&searchSource=local",403,"Book Club Kits"
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-official-bridgerton-cookbook-regula-ysewijn","https://clearview.marmot.org/Record/.b31413663?searchId=255985887&recordIndex=1&page=1",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-windsor-colorado-centennial-cookbook-1890-1990","https://clearview.marmot.org/Author/Home?author=%22Windsor-Severance%20%28Colorado%29%20Historical%20Society%2C%20Inc%22",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/half-baked-harvest-quick-cozy-cookbook-tieghan-gerard","https://clearview.marmot.org/Record/.b31392283?searchId=255985812&recordIndex=1&page=1",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-pumpkin-spice-cookbook-60-wonderfully-warming-recipes","https://clearview.marmot.org/Record/.b32120801?searchId=255985728&recordIndex=1&page=1",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-pumpkin-spice-cookbook-60-wonderfully-warming-recipes","https://clearview.marmot.org/Hoopla/MWT15685032?searchId=255986382&recordIndex=1&page=1",403,"The Halloumi Cookbook"
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-unofficial-harry-potter-cookbook-dinah-bucholz","https://clearview.marmot.org/Search/Results?lookfor=harry+potter&basicType=Keyword&basicType=Keyword&filter%5B%5D=format_category_clearview%3A%22Video+Games%22&sort=relevance&view=list&searchSource=local",403,"Check out our online collection here"
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-unofficial-harry-potter-cookbook-dinah-bucholz","https://clearview.marmot.org/Search/Results?join=AND&bool0%5B%5D=AND&lookfor0%5B%5D=The%20Unofficial%20Harry%20Potter%20Cookbook&type0%5B%5D=Title&bool1%5B%5D=AND&lookfor1%5B%5D=Bucholz&type1%5B%5D=Author&filter%5B%5D=availability_toggle_clearview%3A%22Entire%20Collection%22",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-how-not-die-cookbook-michael-greger","https://clearview.marmot.org/Record/.b28151124?searchId=256028324&recordIndex=1&page=1",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-noom-kitchen-100-healthy-delicious-flexible-recipes-every","https://clearview.marmot.org/Record/.b31042995?searchId=256028292&recordIndex=1&page=1",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-mexican-today-pati-jinish","https://clearview.marmot.org/Hoopla/MWT16831116?searchId=256028261&recordIndex=1&page=1",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-blue-zones-american-kitchen-dan-buettner","https://clearview.marmot.org/GroupedWork/c4f4e23c-8b94-6187-e45a-2af2b0ee3444/Home?searchId=256028103&recordIndex=1&page=1&searchSource=local",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-taste-home-make-ahead-comfort-foods","https://clearview.marmot.org/Record/.b32237613?searchId=256028239&recordIndex=1&page=1",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-milk-street-cook-what-you-have-christopher-kimball","https://clearview.marmot.org/Record/.b30459072?searchId=256028082&recordIndex=1&page=1",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/join-film-conversation-and-community-connections","https://www.instagram.com/joinordiefilm/?hl=en",429,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-halloween-cookbook-betty-crocker","https://clearview.marmot.org/GroupedWork/1518a8ac-ad69-35de-afa7-96139e423c89/Home?searchId=256027944&recordIndex=1&page=1&searchSource=local",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-forest-feast-simple-vegetarian-recipes-my-cabin-woods","https://clearview.marmot.org/Hoopla/MWT14991336?searchId=256027919&recordIndex=1&page=1",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-farmhouse-rules-seasonal-meals-whole-family","https://clearview.marmot.org/GroupedWork/a0d228fd-92ed-6ce0-7176-4721049f8ca7/Home?searchId=256027887&recordIndex=1&page=1&searchSource=local",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-take-it-easy-recipes-zero-stress-deliciousness","https://clearview.marmot.org/Search/Results?join=AND&bool0%5B%5D=AND&lookfor0%5B%5D=Take%20It%20Easy%3A%20Recipes%20for%20Zero%20Stress%20Deliciousness&type0%5B%5D=Title&bool1%5B%5D=AND&lookfor1%5B%5D=dalkin&type1%5B%5D=Author&filter%5B%5D=availability_toggle_clearview%3A%22Entire%20Collection%22",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-mi-cocina-recipes-and-rapture-my-kitchen-mexico","https://clearview.marmot.org/Record/.b3036873x?searchId=255991822&recordIndex=1&page=1",403,""
"https://clearviewlibrary.org/about-us/learn-more/news/cookbook-nook-mi-cocina-recipes-and-rapture-my-kitchen-mexico","https://rick-martinez.com/",405,"rick-martinez.com"
