Page,URL,Title,Report Link,Total,Critical,Serious,Moderate,Minor
1,https://pika.clearviewlibrary.org/,Catalog Home | Clearview Library District,./reports/1.html,1,0,1,0,0
10,https://pika.clearviewlibrary.org/Record/60142,Blue skies / | Clearview Library District,./reports/10.html,1,1,0,0,0
11,https://pika.clearviewlibrary.org/GroupedWork/45f71c2b-e95d-3051-c336-eb419f6d52a1/Home,Captain Underpants and the preposterous plight of the Purple...,./reports/11.html,1,1,0,0,0
12,https://pika.clearviewlibrary.org/Record/349312,Dream of the blue turtle / | Clearview Library District,./reports/12.html,1,1,0,0,0
13,https://pika.clearviewlibrary.org/Record/345076,Go green with Sesame Street / | Clearview Library District,./reports/13.html,1,1,0,0,0
14,https://pika.clearviewlibrary.org/GroupedWork/27652695-eefd-a762-aba7-9df6f1b5dbc1/Home,The great wolf rescue : saving the red wolves | Clearview...,./reports/14.html,1,1,0,0,0
15,https://pika.clearviewlibrary.org/GroupedWork/c95f3c06-ee64-4851-0103-e54ca0029a47/Home,Green ants vs. army ants | Clearview Library District,./reports/15.html,1,1,0,0,0
16,https://pika.clearviewlibrary.org/GroupedWork/5acedad9-3ee4-049a-7e18-ffc5d86be6d6/Home,Harold and the Purple Crayon | Clearview Library District,./reports/16.html,1,1,0,0,0
17,https://pika.clearviewlibrary.org/Record/348451,Journey to the Orange Islands / | Clearview Library District,./reports/17.html,1,1,0,0,0
18,https://pika.clearviewlibrary.org/GroupedWork/47526021-4201-4542-43f5-2783a0690938/Home,Little Red Riding Hood | Clearview Library District,./reports/18.html,1,1,0,0,0
19,https://pika.clearviewlibrary.org/Record/56512,The mystery at Lilac Inn / | Clearview Library District,./reports/19.html,1,1,0,0,0
2,https://pika.clearviewlibrary.org/MyAccount/Home,Login | Clearview Library District,./reports/2.html,0,0,0,0,0
20,https://pika.clearviewlibrary.org/GroupedWork/3a293c6a-d1de-a9a4-dcc0-465c9215220b/Home,Old Yeller | Clearview Library District,./reports/20.html,1,1,0,0,0
21,https://pika.clearviewlibrary.org/Record/345075,"Orange is an apricot, green is a tree frog : : explore the...",./reports/21.html,1,1,0,0,0
22,https://pika.clearviewlibrary.org/Record/307649,Our blue planet / | Clearview Library District,./reports/22.html,1,1,0,0,0
23,https://pika.clearviewlibrary.org/Record/204523,Perkin's perfect purple : : how a boy created color with...,./reports/23.html,1,1,0,0,0
24,https://pika.clearviewlibrary.org/GroupedWork/a62a52e7-8e15-7a5f-8b14-1adb50515be3/Home,Red Bird danced | Clearview Library District,./reports/24.html,1,1,0,0,0
25,https://pika.clearviewlibrary.org/Record/72963,What is a green roof? / | Clearview Library District,./reports/25.html,1,1,0,0,0
26,https://pika.clearviewlibrary.org/GroupedWork/444725a0-dbe5-75f1-24d0-7466872899d6/Home,Yellowfang's secret | Clearview Library District,./reports/26.html,1,1,0,0,0
27,https://pika.clearviewlibrary.org/Record/62652,Yellowstone National Park / | Clearview Library District,./reports/27.html,1,1,0,0,0
28,https://pika.clearviewlibrary.org/Help/AccessibilityReport,Report Accessibility Issue | Clearview Library District,./reports/28.html,0,0,0,0,0
