Page,URL,Title,Impact,Rule ID,Description,Help,Help URL,HTML Element
101,https://amigos.org/services/continuing-education/full-catalog?field_coursetype_target_id=37&field_topic_area_target_id=All,Course Catalog | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
102,https://amigos.org/services/continuing-education/full-catalog?field_coursetype_target_id=34&field_topic_area_target_id=All,Course Catalog | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
106,https://amigos.org/memberconference/2023,Amigos Member Conference 2023: Libraries Plan to Succeed | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
107,https://amigos.org/membership/member-directory?order=field_oclc_symbol&sort=asc,Amigos Library Services Members | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
108,https://amigos.org/membership/member-directory?order=title&sort=desc,Amigos Library Services Members | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
109,https://amigos.org/membership/member-directory?order=field_city&sort=asc,Amigos Library Services Members | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
110,https://amigos.org/membership/member-directory?order=field_state&sort=asc,Amigos Library Services Members | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
118,https://amigos.org/news/archive,News | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
118,https://amigos.org/news/archive,News | Amigos Library Services,serious,list,Ensure that lists are structured correctly,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements",https://dequeuniversity.com/rules/axe/4.10/list?application=axeAPI,"<ul class=""pager__items js-pager__items"">"
121,https://amigos.org/news/last-chance-register-digital-accessibility-conference,Last Chance to Register for Digital Accessibility Conference | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
122,https://amigos.org/news/invite-your-student-workers-and-volunteers-customer-service-basics-free,Invite Your Student Workers and Volunteers to Customer Service Basics for Free | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
131,https://amigos.org/news/new-year-new-hiring-recruit-top-talent-amigos-job-bank,"New Year, New Hiring! Recruit Top Talent with the Amigos Job Bank | Amigos Library Services",serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
135,https://amigos.org/news/have-you-shared-your-input-yet,Have You Shared Your Input Yet? | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
137,https://amigos.org/news/congratulations-2025-mla-award-winners,Congratulations to 2025 MLA Award Winners | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
138,https://amigos.org/news/reminder-continuing-education-now-free-members,Reminder: Continuing Education is Now Free for Members | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
139,https://amigos.org/news/membership-and-people?page=1,Membership & People | Amigos Library Services,serious,label-title-only,"Ensure that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.10/label-title-only?application=axeAPI,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"">"
