Page,URL,Title,Report Link,Total,Critical,Serious,Moderate,Minor
1,https://pika.clearviewlibrary.org/,Catalog Home | Clearview Library District,./reports/1.html,1,0,1,0,0
10,https://pika.clearviewlibrary.org/Hoopla/MWT12142005,Breathe Like a Bear: 30 Mindful Moments for Kids to Feel Calm...,./reports/10.html,1,1,0,0,0
11,https://pika.clearviewlibrary.org/Record/19062,Calm : : mindfulness for kids / | Clearview Library District,./reports/11.html,1,1,0,0,0
12,https://pika.clearviewlibrary.org/GroupedWork/66f2e75d-20d7-4be8-79b0-c522f7db805f/Home,"Calm monsters, kind monsters : a Sesame Street guide to...",./reports/12.html,1,1,0,0,0
13,https://pika.clearviewlibrary.org/Record/305840,Can you hug a forest? / | Clearview Library District,./reports/13.html,1,1,0,0,0
14,https://pika.clearviewlibrary.org/Record/217669,Crafting calm : : art and activities for mindful kids / |...,./reports/14.html,1,1,0,0,0
15,https://pika.clearviewlibrary.org/Record/344926,Finding calm in nature : : a guide for mindful kids / |...,./reports/15.html,1,1,0,0,0
16,https://pika.clearviewlibrary.org/GroupedWork/1e6ff318-9a7e-f9fa-514a-5f0cdaa32189/Home,Follow your breath! : a first book of mindfulness | Clearview...,./reports/16.html,1,1,0,0,0
17,https://pika.clearviewlibrary.org/GroupedWork/7f5e0168-c81f-a27f-2894-43ae2f2cf255/Home,"Good night, body : finding calm from head to toe | Clearview...",./reports/17.html,1,1,0,0,0
18,https://pika.clearviewlibrary.org/Record/300330,Here : : I can be mindful / | Clearview Library District,./reports/18.html,1,1,0,0,0
19,https://pika.clearviewlibrary.org/GroupedWork/970510e1-9e63-da34-c89c-143dfbd89894/Home,I am a peaceful goldfish | Clearview Library District,./reports/19.html,1,1,0,0,0
2,https://pika.clearviewlibrary.org/MyAccount/Home,Login | Clearview Library District,./reports/2.html,0,0,0,0,0
20,https://pika.clearviewlibrary.org/GroupedWork/7dba6289-1024-23bc-148f-f7c4ab47424f/Home,I am peace : a book of mindfulness | Clearview Library District,./reports/20.html,1,1,0,0,0
21,https://pika.clearviewlibrary.org/GroupedWork/51d7b0a1-303d-757a-ddc6-f6acb99bc52b/Home,The in-between book | Clearview Library District,./reports/21.html,1,1,0,0,0
22,https://pika.clearviewlibrary.org/Record/305644,It's ok : : being kind to yourself when things feel hard / |...,./reports/22.html,1,1,0,0,0
23,https://pika.clearviewlibrary.org/Record/339066,"Just breathe, bear / | Clearview Library District",./reports/23.html,2,1,1,0,0
24,https://pika.clearviewlibrary.org/Record/373147,A kids book about : : mindfulness / | Clearview Library District,./reports/24.html,1,1,0,0,0
25,https://pika.clearviewlibrary.org/Record/461721,The marvelous now / | Clearview Library District,./reports/25.html,1,1,0,0,0
26,https://pika.clearviewlibrary.org/GroupedWork/5030c86e-58cc-5922-4e3b-ec04333e0ad8/Home,Mindful Mr. Sloth | Clearview Library District,./reports/26.html,1,1,0,0,0
27,https://pika.clearviewlibrary.org/GroupedWork/31eeef3e-b784-e1e7-5f62-11e4cef9c96b/Home,Mindfulness and pets | Clearview Library District,./reports/27.html,1,1,0,0,0
